pit_ks_stat,pit_ks_pvalue,pit_cvm_stat,pit_cvm_pvalue,pit_ad_stat,pit_ad_pvalue,pit_lb_stat_lag5,pit_lb_pvalue_lag5,pit_lb_stat_lag10,pit_lb_pvalue_lag10,pit_lb_stat_lag20,pit_lb_pvalue_lag20,pit_lb_input,pit_acf_lag1,crps_mean,empirical_coverage,window_start,window_end,window_len,window_step,window_mode,governance_label,reason_codes,reason_summary
0.238,6.059494887663929e-13,3.290401333333329,1.4416289717544828e-08,2.616353729970342,0.01,302.43791646057565,2.9958137737666576e-63,305.24875936381454,1.20729885947578e-59,323.1214220689438,1.4964455041781365e-56,z=Phi^{-1}(u),0.7274784649812419,348.8207787226877,0.912,1000,1250,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail']","Uniformity strongly rejected (min p=6.06e-13, KS=0.2380).; Independence strongly rejected (min Ljung-Box p=3e-63, |ACF lag-1|=0.7275)."
0.126,0.0006423606286764,0.5936133333332934,0.023130526593537,6.620833748371297,0.01,241.9346052023536,2.953301845646286e-50,245.92735000375376,3.8966587774072684e-47,270.4582893994886,8.322768644344199e-46,z=Phi^{-1}(u),0.6753206055051285,319.88647848077954,0.916,1050,1300,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail']","Uniformity strongly rejected (min p=0.000642, KS=0.1260).; Independence strongly rejected (min Ljung-Box p=2.95e-50, |ACF lag-1|=0.6753)."
0.072,0.1425669535852258,0.3269093333332933,0.1136855672080275,6.113621304363164,0.01,248.1344084868537,1.3816153800404045e-51,256.9355662388307,1.886875901520833e-49,270.8684702993514,6.8718786661382915e-46,z=Phi^{-1}(u),0.6754146569513252,304.64981520875625,0.92,1100,1350,250,50,overlapping,RED,"['ACF_dependence_fail', 'coverage_warn']","Independence strongly rejected (min Ljung-Box p=1.38e-51, |ACF lag-1|=0.6754).; Coverage mildly off-target by 0.020 (target=0.900)."
0.1579999999999999,6.434116740158383e-06,2.414645333333133,1.3784249033310658e-06,10.923844838313473,0.01,316.6949991621668,2.573017791798872e-66,320.037901856027,8.954692383180311e-63,332.08942178952185,2.1577745281233858e-58,z=Phi^{-1}(u),0.7458834064581981,386.6703845301559,0.884,1150,1400,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail']","Uniformity strongly rejected (min p=1.38e-06, KS=0.1580).; Independence strongly rejected (min Ljung-Box p=2.57e-66, |ACF lag-1|=0.7459)."
0.2199999999999999,4.1688134263188006e-11,5.441449333333133,2.4989432745314843e-10,10.738238056057526,0.01,302.9758365321265,2.295392532420421e-63,304.59317612200283,1.6613561655893506e-59,321.3462569966088,3.460510525883246e-56,z=Phi^{-1}(u),0.7435587711685354,411.9440590226739,0.856,1200,1450,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'coverage_warn']","Uniformity strongly rejected (min p=4.17e-11, KS=0.2200).; Independence strongly rejected (min Ljung-Box p=2.3e-63, |ACF lag-1|=0.7436).; Coverage mildly off-target by 0.044 (target=0.900)."
0.274,4.456284348465677e-17,8.660581333333138,1.2661227621890703e-10,10.018767079192171,0.01,240.81578183774667,5.13171569169014e-50,265.58542204677855,2.847894828534515e-51,317.7152755035696,1.92075511581764e-55,z=Phi^{-1}(u),0.7157212968473293,420.2115585193632,0.864,1250,1500,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'coverage_warn']","Uniformity strongly rejected (min p=4.46e-17, KS=0.2740).; Independence strongly rejected (min Ljung-Box p=1.92e-55, |ACF lag-1|=0.7157).; Coverage mildly off-target by 0.036 (target=0.900)."
0.188,3.286109425382487e-08,4.61502133333327,2.2045587577679268e-11,4.038832295125189,0.01,360.39737559591566,1.0099632403141655e-75,365.7876585869392,1.7715530325710528e-72,397.4681293233998,6.848568038584245e-72,z=Phi^{-1}(u),0.815941446648492,414.174091484288,0.876,1300,1550,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'coverage_warn']","Uniformity strongly rejected (min p=2.2e-11, KS=0.1880).; Independence strongly rejected (min Ljung-Box p=1.01e-75, |ACF lag-1|=0.8159).; Coverage mildly off-target by 0.024 (target=0.900)."
0.1439999999999999,5.487659392626361e-05,2.035137333333233,1.001210132511865e-05,5.978633797001862,0.01,379.60370965617415,7.367903813128075e-80,387.762115661806,3.779747497694467e-77,420.308741037705,1.2391180790115066e-76,z=Phi^{-1}(u),0.8494652970656527,540.5812077864041,0.828,1350,1600,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'undercoverage']","Uniformity strongly rejected (min p=1e-05, KS=0.1440).; Independence strongly rejected (min Ljung-Box p=7.37e-80, |ACF lag-1|=0.8495).; Coverage off-target by 0.072 (target=0.900)."
0.0899999999999999,0.0326901325154183,0.4783893333332973,0.0451320325609719,3.316788447123116,0.01,329.5871102554232,4.333008435644848e-69,334.27136961956273,8.638047862579842e-66,344.4106239212102,6.309668142952472e-61,z=Phi^{-1}(u),0.8157783840076224,431.98619878787446,0.868,1400,1650,250,50,overlapping,RED,"['PIT_uniformity_warn', 'ACF_dependence_fail', 'coverage_warn']","Uniformity weakly rejected (min p=0.0327).; Independence strongly rejected (min Ljung-Box p=4.33e-69, |ACF lag-1|=0.8158).; Coverage mildly off-target by 0.032 (target=0.900)."
0.0539999999999999,0.4440650591425555,0.0878093333332973,0.6483805064662669,3.712241823119769,0.01,317.48806443657014,1.7372003395662792e-66,319.60710267382615,1.1047712662058998e-62,320.57432749070347,4.982223354336036e-56,z=Phi^{-1}(u),0.8113917715907105,398.2405376021591,0.896,1450,1700,250,50,overlapping,RED,['ACF_dependence_fail'],"Independence strongly rejected (min Ljung-Box p=1.74e-66, |ACF lag-1|=0.8114)."
